npc_id,world_id,name_jp,name_en,role,dark_role,x,y,facing,npc_type,phase_count,clue_ids,shop_id,service_id,personality_note,initial_dialogue_jp,notes
NPC-W20-016,W-020,トモノリ,Tomonori,闘技場の聖官,聖郭付きの闘技場を運営する,42,18,down,arena,2,,SHP-W20-003,SVC-W20-ARENA,"威厳があり闘技を神聖視する",ここでの戦いは試練だ。……勝っても負けても、記録に残る。,継ぎ止めの聖郭・闘技場
NPC-W20-017,W-020,イサミ,Isami,聖郭の飼育係,認証された獣を管理する,38,28,right,breeder,2,,SHP-W20-004,SVC-W20-BREED,"温厚で獣を大切にする",認証された獣だけがここにいる。……認証されなかった獣は、どこへ行ったんだろう。,継ぎ止めの聖郭・牧場
NPC-W20-018,W-020,チサト,Chisato,遺族代表の女性,村の失踪者家族を代表して来た,26,22,down,key,3,CL-052,,,"静かな怒りと悲しみ",村から来た。……消えた人たちの名前を、正しい場所に戻しに。,継ぎ止めの聖郭。開始村との接続
NPC-W21-001,W-021,イオリ,Iori_W21,閉鐘都から来た実務監,事故記録の一部を自分で削った,30,18,down,key,5,"CL-053,CL-054",,,"疲弊した実務家。最後の責任を取ろうとする",ここでは印も帳面も溶ける。……残るのは、誰を迎えに来たかだけだ。,ほどけの縁。W-019イオリと同一人物
NPC-W21-002,W-021,ツグラ,Tsugura_W21,黒布巡礼の先導,ここで初めて姉の本名を口にし損ねた,22,24,right,key,4,CL-054,,,"苦悩の末に辿り着いた",姉の名を呼ぼうとした。……声が出なかった。ここでは、名前が先にほどける。,ほどけの縁。W-015ツグラと同一人物
NPC-W21-003,W-021,ナギサ,Nagisa_W21,二署側の照合役,主人公の村の処理帳原本を隠し持つ,36,16,left,key,5,"CL-053,CL-054",,,"最後まで記録を手放さない",原本はここにある。……最後に開くのは、あなただ。,ほどけの縁。W-020ナギサと同一人物
NPC-W21-004,W-021,マシラ,Mashira_W21,鏡森調査隊の生き残り,campごとに違う証言をした,28,28,up,key,3,CL-053,,,"正気を保とうとする必死さ",見たものが正しいか分からない。……でも、見た。それだけは確かだ。,ほどけの縁。W-014マシラと同一人物
NPC-W21-005,W-021,カジ,Kaji_W21,開始村の家族代表,せめて誰を待っていたか確定したい,34,22,down,key,4,CL-054,,,"静かな覚悟",戻ってきてほしい。……でも、終わってほしいとも思う。両方、本当だ。,ほどけの縁。開始村カジと同一人物
NPC-W21-006,W-021,ハクエン,Hakuen,白杭観測列の記録係,歪み反応を数字で記録する,24,20,right,minor,2,CL-053,,,"冷静で学究的",ここでは数字も溶ける。……記録する意味があるのか、もう分からない。,ほどけの縁・FAC-02 camp
NPC-W21-007,W-021,ソメ,Some,帳棚仮市の書記,所属断片を押さえようとする,38,14,left,minor,2,CL-053,,,"几帳面だが崩壊寸前",帳面が白くなっていく。……書いた字が消える。,ほどけの縁・FAC-03 camp
NPC-W21-008,W-021,ユカリ,Yukari,灰幕営の祈祷師,死でも帰還でもない者の待ち方を主張,32,26,up,minor,2,CL-054,,,"穏やかだが譲らない",待つのは信仰ではない。……待つしかないだけだ。,ほどけの縁・FAC-04 camp
NPC-W21-009,W-021,テッカ,Tekka,骨車泊の運び屋,遺留品と白泥試料を高値で売る,20,22,down,minor,2,,,,"逞しく欲深い",ここの泥は高く売れる。……なぜかって？　溶けた名前が混じってるからさ。,ほどけの縁・FAC-06 camp
NPC-W21-010,W-021,シノブ,Shinobu,家印小幕の老婆,家名と相続権の証拠を取り戻したい,26,30,right,minor,2,,,,"頑固で家への執着が強い",家の印がほどける前に持ち帰りたい。……間に合うか分からないけど。,ほどけの縁・FAC-01/07 camp
NPC-W21-011,W-021,コウジ,Kouji,白縁前営の道具屋,仮札と最低限の装備を売る,28,16,left,merchant,2,,SHP-W21-001,,"実務的で言葉少ない",ここで売れるものは少ない。……名前も印も、すぐ溶けるからな。,ほどけの縁・道具屋
NPC-W21-012,W-021,レイ,Rei,境界の医者,echoと白泥の影響を治療する,34,28,right,healer,2,,SHP-W21-002,SVC-W21-HEAL,"静かで覚悟がある",ここでは傷の治りが遅い。……名前が溶けると、体も曖昧になる。,ほどけの縁・回復
